"Title","Year","Source title","Cited by","DOI","Link","Abstract","Author Keywords"
"Metal-organic frameworks for advanced aqueous ion batteries and supercapacitors","2022","EnergyChem","61","10.1016/j.enchem.2022.100090","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140338053&doi=10.1016%2Fj.enchem.2022.100090&partnerID=40&md5=3ea5da7218c26f99d156e4097ca3039a","Metal-organic frameworks (MOFs) show great promise for electrochemical energy storage applications due to their high surface area, tunable porosity, ordered crystal structure, and facile tolerability. However, some MOFs with high electrochemical performance are usually unstable in aqueous solutions, which limits their development in aqueous electrochemical energy storage systems, which are cheaper, safer, and more ionically conductive than those operating in conventional organic electrolytes. Numerous efforts have been made to construct stable MOFs or control MOF derivation processes induced by chemical or thermal forces to optimize their properties and performance. Therefore, a review summarizing the MOFs applied in aqueous electrochemical energy storage devices would be useful. In this review, the chemical stability and thermal stability of MOFs under aqueous conditions are discussed. The evolution processes of MOFs when they exceed their stability are summarized. Furthermore, the recent fast-growing literature on MOF-based aqueous ion batteries and supercapacitors is comprehensively reviewed, and guidelines for designing high-performance aqueous electrochemical devices are provided. The current challenges and opportunities for applying MOFs in aqueous electrochemical energy-storage devices are provided. We hope this review will promote the development of MOFs in aqueous electrochemical devices by exploiting the advantages and remedying the disadvantages of MOFs. © 2022 Elsevier B.V., All rights reserved.","Aqueous Batteries; Electrode Materials; Metal-organic Frameworks; Mof Derivatives; Supercapacitors; Chemical Stability; Crystal Structure; Crystalline Materials; Electric Batteries; Energy Storage; Organic Polymers; Storage (materials); Supercapacitor; Thermodynamic Stability; Aqueous Batteries; Electrochemical Devices; Electrochemical Energy Storage; Electrochemical Energy Storage Devices; Electrode Material; Ion Batteries; Metal-organic Framework Derivative; Metalorganic Frameworks (mofs); Performance; Metal-organic Frameworks"
"Conjugated porous polymers for photocatalysis: The road from catalytic mechanism, molecular structure to advanced applications","2022","EnergyChem","73","10.1016/j.enchem.2022.100094","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139870805&doi=10.1016%2Fj.enchem.2022.100094&partnerID=40&md5=bd301344e46c41959bdf0f369054e855","With the excessive consumption and dependence on non-renewable energy, it is urgent to seek sustainable clean energy. Using solar energy to yield target product is one of the main ways to solve environmental pollution and produce renewable resources. Conjugated porous polymers (Covalent organic frameworks, COFs. Conjugated microporous polymers, CMPs) could effectively convert solar energy into products due to their pre-designable structures and tailor-made functions. In this review, we overview the development of fundamental catalytic mechanisms, structural design principles, and summary of the advantages and progress of semi-conductive COFs/CMPs based on diverse building blocks (porphyryl-, pyrenyl-, carbazolyl-, triazinyl-, thienyl/thiazolyl-, β-ketoenamine-, conjugated alkenyl/alkynyl-, fluorenyl-), and outline the advances in COFs/CMPs as a universal platform for photocatalysts in a wide range of photocatalytic hydrogen evolution, carbon dioxide reduction, degradation of pollutions, nitrogen fixation, and organic conversion. We wish that this review will provide a comprehensive overview of photocatalysis, and boost the progress of conjugated porous polymers. © 2022 Elsevier B.V., All rights reserved.","Carbon Dioxide Reduction; Conjugated Microporous Polymers; Covalent Organic Frameworks; Hydrogen Evolution; Nitrogen Fixation; Organic Conversion; Photocatalysis; Pollutants Degradation; Water Splitting; Carbon Dioxide; Conjugated Polymers; Microporosity; Nitrogen Fixation; Photocatalysis; Structural Design; Structural Optimization; Water Pollution; Water Pollution Control; Advanced Applications; Carbon Dioxide Reduction; Catalytic Mechanisms; Conjugated Microporous Polymers; Covalent Organic Frameworks; Hydrogen-evolution; Organic Conversions; Pollutant Degradation; Porous Polymers; Water Splitting; Solar Energy"
"Advanced aqueous proton batteries: working mechanism, key materials, challenges and prospects","2022","EnergyChem","81","10.1016/j.enchem.2022.100092","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139214959&doi=10.1016%2Fj.enchem.2022.100092&partnerID=40&md5=389e46f0f06c9e463e477a1c4e2da79b","With the advantages of high safety and environmental friendliness, aqueous batteries have shown beneficial application scenarios in the field of large-scale energy storage. Compared to the conventional metal ions storage processes, non-metal carriers like protons are less concerned about due to the unconventional storage mechanism, which could be regarded as a promising green battery technology with high power density and adequate lifespan. Owing to the unique working mechanism and properties, aqueous proton batteries (APBs) can deliver excellent low-temperature electrochemical performance with cost effectiveness, further allowing full play to the best ability of aqueous storage technique. However, the issue on lack of advanced electrode materials still hinders the research progress on commercial applications of APBs. In this review, we present a comprehensive summary on the development of APBs, from the perspective of electrode materials, electrolytes, and current collectors, including cross-sectional host and corresponding design principles and energy storage mechanism. This review aims to clarify the status quo and emerging challenges for further development of APBs devices. © 2022 Elsevier B.V., All rights reserved.","Aqueous Batteries; Electrode Materials; Proton Batteries; Review; Working Mechanism; Cost Effectiveness; Electric Batteries; Electrodes; Metal Ions; Metal Working; Metals; Storage (materials); Temperature; Application Scenario; Aqueous Batteries; Aqueous Protons; Electrode Material; Environmental Friendliness; High Safety; Key Materials; Proton Battery; Storage Mechanism; Working Mechanisms; Energy Storage"
"Customized design of electrolytes for high-safety and high-energy-density lithium batteries","2022","EnergyChem","20","10.1016/j.enchem.2022.100082","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137643030&doi=10.1016%2Fj.enchem.2022.100082&partnerID=40&md5=c156f6d4488aa2255e5c01c9fc237628","Safety issues are the main obstacle that hinder the development of high-energy-density lithium batteries (LBs). Thermal runaway is the key scientific problem in the safety research of LBs. Recently, an ever-growing body of electrolytes are designed to improve the safety of LBs. Consequently, this review focuses on the thermal runaway behavior of LBs, including its inducement, process and the influence of electrolyte on it. Then, customized design of electrolytes are respectively proposed and discussed in order to deal with the inducement, chain exothermic reactions, fire and explosion during the three stages of thermal runaway. It is hoped this review can draw attention to the customized design of electrolytes, and thus promoting the development of high-safety and high-energy-density LBs. © 2022 Elsevier B.V., All rights reserved.","Customized Electrolytes; High Energy Density; High Safety; Lithium Batteries; Thermal Runaway; Explosions; Lithium Batteries; Customized Electrolyte; Fire And Explosion; Growing Bodies; High Safety; Higher Energy Density; Safety Issues; Safety Research; Thermal Runaways; Electrolytes"
"Interfacial engineering on metal anodes in rechargeable batteries","2022","EnergyChem","28","10.1016/j.enchem.2022.100089","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136221564&doi=10.1016%2Fj.enchem.2022.100089&partnerID=40&md5=306fa28b7d2ca79782a1fff9f2fd66fd","Metal anodes (Li, Na, K, Zn, Mg, Ca, Fe, Al, Mn, etc.) based on a plating/stripping electrochemical mechanism have attracted great attention in rechargeable batteries because of their low electrochemical potential, high theoretical specific capacity, and superior electronic conductivity. Metal anodes exhibit large potential in constructing high-energy-density rechargeable batteries. However, challenges such as high chemical reactivity, large volume changes, unstable solid electrolyte interphase (SEI), and uneven electrochemical deposition result in a serious of interfacial issues on metal anodes, including corrosion, side reaction, structural instability, and formation of dendrites. In the past several years, a lot of modification strategies based on interfacial engineering have been proposed to improve the interfacial stability of metal anodes. The interfacial engineering on metal anodes is mainly achieved by solid-liquid reaction, solid-solid reaction, solid-gas reaction, and physical decoration. In this review, we summary and analyze these interfacial engineering strategies on metal anodes in detail. Meanwhile, some perspectives and outlooks are put forward. This review can provide some enlightenment for related researchers and promote the development of metal anodes in rechargeable batteries. © 2022 Elsevier B.V., All rights reserved.","High Energy Density; Interfacial Engineering; Interfacial Stability; Metal Anodes; Rechargeable Batteries; Corrosion; Electrochemical Deposition; Metals; Reduction; Secondary Batteries; Solid Electrolytes; Electrochemical Mechanisms; Electrochemical Potential; Electronic Conductivity; Higher Energy Density; Interfacial Engineering; Interfacial Stabilities; Large Volumes; Metal Anodes; Specific Capacities; Volume Change; Anodes"
"Hollow structures with rare earths: Synthesis and electrocatalytic applications","2022","EnergyChem","25","10.1016/j.enchem.2022.100088","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135941030&doi=10.1016%2Fj.enchem.2022.100088&partnerID=40&md5=a927aa31daed8b240b6c30252a2a8608","Electrochemical conversion is an eco-friendly and controllable way to achieve sustainable use of energy. An enhanced energy conversion efficiency requires efficient electrocatalysts to reduce the electrochemical energy barrier. The hollow structures, which have the advantage of optimizing mass/charge transfer, provide a platform for full contact between the electrocatalysts and the reactants, which has great potential for advanced electrocatalysts. In addition, rare earth-based materials integrate unique electronic configuration and chemical behavior into electrocatalysts, leading to improved performance and selectivity for various electrocatalysis. Combining hollow structures with rare earths is fascinating and challenging in terms of synthesis and electrocatalysis. This review expounds general synthesis methods of hollow structures with rare earths and then summarizes strategies to prepare highly efficient hollow electrocatalysts with rare earths. © 2022 Elsevier B.V., All rights reserved.","Electrocatalysis; Hollow Structure; Rare Earth; Synthesis Strategy; Electrocatalysis; Electrocatalysts; Electrolysis; Energy Conversion Efficiency; Eco-friendly; Electrocatalytic; Electrochemical Conversion; Electrochemical Energy; Energy; Enhanced Energy Conversion Efficiencies; Hollow Structure; Rare-earths; Sustainable Use; Synthesis Strategy; Rare Earths"
"Anion Exchange Membrane Water Electrolyzer: Electrode Design, Lab-Scaled Testing System and Performance Evaluation","2022","EnergyChem","209","10.1016/j.enchem.2022.100087","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135909834&doi=10.1016%2Fj.enchem.2022.100087&partnerID=40&md5=d842196fec7b4fbe98d76b0f23d80337","Green hydrogen produced by water electrolysis is one of the most promising technologies to realize the efficient utilization of intermittent renewable energy and the decarbonizing future. Among various electrolysis technologies, the emerging anion-exchange membrane water electrolysis (AEMWE) shows the most potential for producing green hydrogen at a competitive price. In this review, we demonstrate a comprehensive introduction to AEMWE including the advanced electrode design, the lab-scaled testing system establishment, and the electrochemical performance evaluation. Specifically, recent progress in developing high activity transition metal-based powder electrocatalysts and self-supporting electrodes for AEMWE is summarized. To improve the synergistic transfer behaviors between electron, charge, water, and gas inside the gas diffusion electrode (GDE), two optimizing strategies are concluded by regulating the pore structure and interfacial chemistry. Moreover, we provide a detailed guideline for establishing the AEMWE testing system and selecting the electrolyzer components. The influences of the membrane electrode assembly (MEA) technologies and operation conditions on cell performance are also discussed. Besides, diverse electrochemical methods to evaluate the activity and stability, implement the failure analyses, and realize the in-situ characterizations are elaborated. In end, some perspectives about the optimization of interfacial environment and cost assessments have been proposed for the development of advanced and durable AEMWE. © 2022 Elsevier B.V., All rights reserved.","Anion-exchange Membrane; Electrocatalysts; Gas Diffusion Electrode; Hydrogen Evolution; Membrane Electrode Assembly; Water Electrolysis; Diffusion In Gases; Electrochemical Electrodes; Electrolysis; Electrolytic Cells; Hydrogen Production; Ion Exchange Membranes; Ions; Pore Structure; Transition Metals; Anion Exchange; Anion-exchange Membrane; Electrode Design; Exchange Membranes; Gas Diffusion Electrodes; Hydrogen-evolution; Membrane Electrode Assemblies; Performances Evaluation; Testing Systems; Water Electrolysis; Electrocatalysts"
"Room-temperature Electrochemical C1-to-fuel Conversion: Perspectives from Material Engineering and Device Design","2022","EnergyChem","8","10.1016/j.enchem.2022.100086","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135887965&doi=10.1016%2Fj.enchem.2022.100086&partnerID=40&md5=65283a607d166ced1029cb13c2575654","The continuous increase of greenhouse gases (CO<inf>2</inf> or CH<inf>4</inf>) in the atmosphere has been imposing an imminent threat for global climate change and environmental hazards. Electrochemical one-carbon (C1) molecule conversion to value-added fuels and chemicals provides a green and efficient approach to mitigate fossil energy shortages and storing supernumerary renewable electricity in fuels, thereby reducing the global carbon footprint. Benefited from the substantial cost reduction of clean electricity, the room-temperature electrolysis has been emerging as a competitive strategy for C1 molecule unitization. In this review, we mainly focus on the state-of-the-art technologies involving electrocatalysts and devices, and introduce the representative works about room-temperature C1 molecule electrolysis in recent years, which will serve as a timely reference for catalyst design and device fabrication for efficient and practical conversion of C1 molecules. The challenges and perspectives are also discussed to suggest possible research directions toward fuel production from C1 molecules by room-temperature electrolysis in the future. © 2022 Elsevier B.V., All rights reserved.","C1 Molecule; Catalyst Design; Device Fabrication; Perspective; Room-temperature Electrolysis; Carbon Footprint; Climate Change; Cost Reduction; Electrocatalysts; Electrolysis; Fabrication; Fuels; Greenhouse Gases; Molecules; C1 Molecule; Catalyst Designs; Device Design; Device Fabrications; Electrochemicals; Engineering Design; Fuel Conversion; Material Engineering; Perspective; Room-temperature Electrolyse; Room Temperature"
"Facet-Engineering of Materials for Photocatalytic Application: Status and Future Prospects","2022","EnergyChem","67","10.1016/j.enchem.2022.100084","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135283112&doi=10.1016%2Fj.enchem.2022.100084&partnerID=40&md5=6464661a8f0a727037ca0b47c6d5e45c","Facet-engineering and interface design can optimize physicochemical properties of micro/nanomaterials at atomic level making them promising applications in a variety of fields such as catalysis, gas sorption/separation and sensing, especially in photocatalysis. In this review, we summarize the recent progress of photocatalytic reactions including water splitting, carbon dioxide (CO<inf>2</inf>) reduction, degradation and so on from the aspect of facet-engineering. The influences of low-index facets, high-index facets and mixed facets with surface heterojunction on the photocatalytic performance are highlighted, and the challenges and opportunities of the facet-engineering for photocatalysis are discussed. It is expected that this review can provide guidance for future development of facet-engineering for efficiently photocatalytic applications. © 2022 Elsevier B.V., All rights reserved.","Carbon Dioxide Reduction; Crystallographic Facet; Photocatalytic Reaction; Synergistic Effect; Water Splitting; Heterojunctions; Phase Interfaces; Photocatalytic Activity; Physicochemical Properties; Pollution Control; Application Status; Carbon Dioxide Reduction; Crystallographic Facets; Engineering Design; Future Prospects; Interface Designs; Photocatalytic Application; Photocatalytic Reactions; Synergistic Effect; Water Splitting; Carbon Dioxide"
"Three-dimensionally ordered macroporous materials for photo/electrocatalytic sustainable energy conversion, solar cell and energy storage","2022","EnergyChem","39","10.1016/j.enchem.2022.100081","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134851067&doi=10.1016%2Fj.enchem.2022.100081&partnerID=40&md5=88f67729ac6bd3ad20c3d8872a406541","Three-dimensionally ordered macroporous (3DOM) materials have aroused tremendous interest in solar light to energy conversion, sustainable and renewable products generation, and energy storage fields owing to their convenient mass transfer channels, high surface area, enhanced interaction between matter and light, plentiful reactive sites as well as tunable composition. In this review, the state-of-the-art 3DOM materials as well as their preparation methods and the relevant applications including photo/electrocatalytic sustainable energy conversion, solar cells, Li ion batteries and supercapacitor are thoroughly outlined. Meanwhile, the unique merits and mechanisms for 3DOM materials in various applications are revealed and discussed in depth. Moreover, the strategies for designing 3DOM materials and the enhanced performance for applications are correlated, which can be significantly valuable to help readers to promptly acquire the comprehensive knowledge and to inspire some new ideas in developing 3DOM materials for further improved performances. Finally, the challenges and perspectives of 3DOM materials for sustainable energy conversion/production, solar cells and energy storage fields are outlooked. We sincerely look forward to that this critical review can facilitate the fast developments in designing highly efficient 3DOM materials and the relevant applications. © 2022 Elsevier B.V., All rights reserved.","3dom; Battery; Catalysis; Solar Cells; Supercapacitor; Dye-sensitized Solar Cells; Energy Conservation; Energy Storage; Lithium-ion Batteries; Mass Transfer; Porous Materials; Storage (materials); 3dom; Battery; Electrocatalytic; Performance; Solar Light; Storage Fields; Sustainable Energy; Sustainable Products; Three-dimensionally Ordered Macroporous; Three-dimensionally Ordered Macroporous Materials; Supercapacitor"
"Application of MOFs and COFs for photocatalysis in CO2 reduction, H2 generation, and environmental treatment","2022","EnergyChem","391","10.1016/j.enchem.2022.100078","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134751366&doi=10.1016%2Fj.enchem.2022.100078&partnerID=40&md5=93ebda58656a39ea7a8f02d962134f19","Photocatalysis has been widely studied because it can use inexhaustible solar energy as an energy source while solving the problems of fossil fuel depletion and environmental pollution facing the 21st century. Metal-organic frameworks (MOFs) and covalent organic frameworks (COFs), with many advantages such as high physical/chemical stability, tunable bandgap, structural diversity, large specific surface area, etc., are considered important propellants for building better photocatalytic platforms and achieving breakthroughs. This review outlines the applications of MOFs and COFs for photocatalysis in CO<inf>2</inf> reduction, H<inf>2</inf> generation, and environmental pollution treatment, and elucidates the relevant photocatalytic mechanisms. In particular, the methods and mechanisms for improving the photocatalytic performance of MOFs and COFs are summarized and discussed from the three aspects. Finally, the current limitations, challenges, perspectives and future development opportunities of COFs/MOFs and COF-/MOF-based photocatalysts are summarized and prospected. © 2022 Elsevier B.V., All rights reserved.","Co2 Photoreduction; Covalent Organic Frameworks (cofs); Environmental Pollution Treatment; H2 Generation; Metal-organic Frameworks (mofs); Fossil Fuels; Metal-organic Frameworks; Photocatalytic Activity; Pollution; Solar Energy; Co 2 Reduction; Co2 Photoreduction; Covalent Organic Framework; Covalent Organic Frameworks; Environmental Pollution Treatment; Environmental Pollutions; H2 Generation; Metal-organic Framework; Metalorganic Frameworks (mofs); Photo Reduction; Carbon Dioxide"
"Pore space partition of metal-organic frameworks for gas storage and separation","2022","EnergyChem","86","10.1016/j.enchem.2022.100080","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133940343&doi=10.1016%2Fj.enchem.2022.100080&partnerID=40&md5=848cf4f19f81450ab9e943c9a24ac622","Pore space partition (PSP) concept is a synthetic design concept and can also serve as a structure analysis method useful for next-step synthetic planning and execution. PSP provides an integrated chemistry-topology-focused tool to design new materials platforms. While PSP is no less effective for making large-pore materials, the growing importance of small-molecule gas storage and separation for green-energy applications provides impetus for developing small-pore materials for which the PSP strategy is uniquely suited. Currently, the best embodiment of the PSP concept is the partitioned-acs (pacs) platform in which both fine or coarse adjustments to the building blocks have sparked a transformation of a prototype framework into a huge and continuously expanding family of chemically robust materials with controllable pore metrics and functionalities suitable for tailored applications. The pacs compositional diversity results from the platform's intrinsic multi-module nature, geometric flexibility and tolerance towards individual module variations, and mutual structure-directing effects among various modules, all of which combine to enable the molecular-level uniform co-assemblies of chemical components rarely seen together elsewhere. In this contribution, we present an overview of different pore space engineering methods and how different MOF materials have contributed to important advances in chemical stability, industrial gas storage and gas separation. In particular, we will focus on synthetic assembly of the pacs system, highlighting the differences of pacs materials from other MOF platforms and advantages of pacs materials in enhancing various MOF properties. © 2022 Elsevier B.V., All rights reserved.","Gas Separation; Gas Storage; Isoreticular Design; Metal-organic Frameworks; Pore Space Partition; Gas Permeable Membranes; Gases; Metal-organic Frameworks; Organic Polymers; Separation; Storage (materials); Design Concept; Gas Separations; Gas Storage; Isoreticular Design; Metalorganic Frameworks (mofs); Pore Space; Pore Space Partition; Space Partition; Structure Analysis; Synthetic Design; Chemical Stability"
"Recent progress of artificial interfacial layers in aqueous Zn metal batteries","2022","EnergyChem","93","10.1016/j.enchem.2022.100076","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133299398&doi=10.1016%2Fj.enchem.2022.100076&partnerID=40&md5=fdf70a0aa95bb777dd26950b4e232c80","Aqueous Zn metal batteries (AZBs) are considered as a promising candidate of existing lithium-ion batteries for grid-scale energy storage systems owing to their inherent safety, low cost, and natural abundance. However, the practical application of AZBs is still limited by severe dendrites, corrosion, and hydrogen evolution on zinc (Zn) anode as well as the dissolution of most cathode materials. Although Zn metals are relatively stable in mildly acidic aqueous electrolytes even without solid-electrolyte interphase (SEI), the interfacial structure becomes more significant in resolving the afore-mentioned problems. Herein, we comprehensively review the latest progress on the artificial interfacial layers (AILs) for high performance and safe AZBs. Addressing the fundamentals and challenges of AZBs, the functionality and design of AILs will be introduced discussing the current development of surface modified interphase, electrolyte derived SEI, and cathode/electrolyte interphase. Advanced characterization and simulation methods are also summarized for comprehensive analysis on failure and mechanism of AILs. Finally, our perspectives into future research direction of AILs will be presented. © 2022 Elsevier B.V., All rights reserved.","Aqueous Batteries; Artificial Interfacial Layers; Ess; Mechanism; Zn Metals; Cathodes; Corrosion; Lithium-ion Batteries; Solid Electrolytes; Solid-state Batteries; Aqueous Batteries; Artificial Interfacial Layer; Ess; Grid Scale; Inherent Safety; Interfacial Layer; Recent Progress; Solid Electrolyte Interphase; Storage Systems; Zinc Metal; Metals"
"Advanced porous organic polymer membranes: Design, fabrication, and energy-saving applications","2022","EnergyChem","67","10.1016/j.enchem.2022.100079","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133175760&doi=10.1016%2Fj.enchem.2022.100079&partnerID=40&md5=dce6b4e367f3e6c5056b24afbb681202","Membrane separation technology is of great research interest in industry owing to its unparalleled merits such as high selectivity with unsuppressed permeability, reduced carbon footprint, small capital investment, and low energy consumption in comparison to traditional separation techniques. In the last few decades, polyamide membranes dominate the membrane industry until the porous organic polymers (POPs) get a ticket into the area of membrane separation. POPs bearing rich pore architectures and feasible functionalization are ready for fabricating novel membranes for rapid and precise molecular sieving. Here, a background overview of separation technology is provided, followed by a brief introduction of various POP-based membranes and the fabrication approaches of these membranes. Then, recent advancements of POP-bases membranes in energy-saving applications including gas separation and liquid separation are highlighted together with discussions about membrane design and generation involved. Finally, a concise conclusion with our perspective and challenges remaining for the future development of POP-based membranes are outlined. © 2022 Elsevier B.V., All rights reserved.","Energy-saving Membrane Applications; Gas Separation; Liquid Separation; Porous Organic Polymers; Carbon Footprint; Energy Utilization; Fabrication; Gas Permeable Membranes; Investments; Membrane Technology; Organic Polymers; Energy Savings; Energy-saving Membrane Application; Energy-savings; Gas Separations; Liquid Separation; Membrane Designs; Membrane Energy; Polymer Based; Polymer Membrane; Porous Organic Polymers; Energy Conservation"
"Ionic Liquid Electrolytes for Next-generation Electrochemical Energy Devices","2022","EnergyChem","65","10.1016/j.enchem.2022.100075","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131236483&doi=10.1016%2Fj.enchem.2022.100075&partnerID=40&md5=1f62521cd968735bbadc27e48e0e9899","The development of future energy devices that exhibit high safety, sustainability, and high energy densities to replace the currently dominant lithium-ion batteries has gained significant attention in recent years. Although the various energy devices available have different technological requirements, electrolyte formulation still remains a fundamental element of these state-of-the-art systems. Among the trending electrolyte contenders, ionic liquids, which are entirely comprised of cations and anions, provide a combination of several unique physicochemical and electrochemical properties, and exceptional safety. In this review, the fundamental properties of IL, their progress and milestones, and the directions for their future development and applications in next-generation energy devices are summarized. Each section will comprehensively review the latest progress and technology trends utilizing IL electrolytes focusing on Li-, Na-, K-ion batteries, metal anode batteries, sulfur and oxygen batteries, multivalent metal-ion batteries, and supercapacitors, with early studies mentioned where relevant. The benefits of using ionic liquid electrolytes on each system and pertinent improvements in performance are delineated in comparison to systems utilizing conventional electrolytes. Finally, prospects and challenges associated with the applications of ionic liquid electrolytes to future energy devices are also discussed. © 2022 Elsevier B.V., All rights reserved.","Batteries; Electrodes; Electrolytes; Energy Devices; Ionic Liquids; Electrodes; Ionic Liquids; Lithium-ion Batteries; Metal Ions; Metals; Physicochemical Properties; Battery; Electrochemical Energy; Electrolyte Formulation; Energy Devices; Future Energies; High Safety; Higher Energy Density; Ion Batteries; Ionic Liquid Electrolytes; State-of-the-art System; Electrolytes"
"Interfacial engineering of carbon-based materials for efficient electrocatalysis: Recent advances and future","2022","EnergyChem","59","10.1016/j.enchem.2022.100074","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130103695&doi=10.1016%2Fj.enchem.2022.100074&partnerID=40&md5=d7cbfd1348ebe03d1e038034745d6074","Carbon-based materials are widely studied for their unique advantages in electrocatalysis. Despite significant progress, the precise interface construction and mechanism exploration of carbon-based materials in the field of electrocatalysis is still in the early stages. Recently, our group and other peers demonstrated that by introducing heterogeneous components into carbon-based materials, and the forming of specific interfaces will serve as active sites or major reaction sites for electrochemical reactions (OER, HER, ORR, CO<inf>2</inf>RR, NRR, etc.). Modulating the catalyst interface environment and chemical adsorption behavior through interface engineering is an effective strategy to improve the catalytic activity. This review summarizes the latest progress in the field of carbon-based electrocatalyst in a timely and comprehensive manner, including the classification of carbon-based materials and the interface problems involved, as well as the preparation methods of carbon-based materials in recent years. The interface engineering strategies of carbon-based materials, the structure-activity relationship between interface structure and performance, as well as the potential applications of carbon-based materials in heterogeneous catalytic reactions and energy conversion are discussed in detail. Finally, we outline the current challenges and identify the opportunities facing this emerging sector. © 2022 Elsevier B.V., All rights reserved.","Carbon-based Materials; Current Challenges; Electrocatalysis; Interfacial Engineering; Structure-activity Relationship; Carbon; Catalyst Activity; Electrocatalysts; Energy Conversion; Interfaces (materials); 'current; Active Site; Carbon Based Materials; Current Challenge; Heterogeneous Component; Interface Engineering; Interfacial Engineering; Reaction Sites; Specific Interface; Structure-activity Relationships; Electrocatalysis"
"Crystalline Porous Materials-based Solid-State Electrolytes for Lithium Metal Batteries","2022","EnergyChem","38","10.1016/j.enchem.2022.100073","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128304083&doi=10.1016%2Fj.enchem.2022.100073&partnerID=40&md5=e7a2e6de536c011a47a460c21e23b1af","The ever-growing market for electric vehicles and grid-scale energy storage is boosting the development of high energy density lithium metal batteries (LMBs). Solid-state electrolytes (SSEs) are not only nonflammable to overcome the intrinsic drawbacks of liquid electrolytes, but also mechanically strong enough to suppress the growth of lithium dendrites, whose development could greatly promote the safety and performance of LMBs. Crystalline porous materials (CPMs) with high surface area, adjustable pores, ordered channels, and versatile functionality have not only provided a promising structural platform for designing fast ionic conducting materials, but also offered great opportunities for manipulating their physicochemical and electrochemical properties, which have shown great potential to fabricate high-performance SSEs and have become an emerging research direction in recent years. In this review, the latest progress of CPMs-based SSEs for LMBs, including pristine CPMs and CPMs-based composites, is systematically summarized. By discussing the pioneer work, both merits and issues arising from CPMs are emphasized as well as an outlook for the development of CPMs-based SSEs with high-performance and reliable safety are presented. © 2022 Elsevier B.V., All rights reserved.","Crystalline Porous Materials; High Energy Density; Lithium Metal Batteries; Solid-state Electrolytes; Lithium; Lithium Batteries; Physicochemical Properties; Solid Electrolytes; Solid-state Batteries; Crystalline Porous Material; Grid Scale; Growing Markets; Higher Energy Density; Lithium Metal Battery; Lithium Metals; Material-based; Non-flammable; Performance; Solid-state Electrolyte; Porous Materials"
"The marriage of two-dimensional materials and phase change materials for energy storage, conversion and applications","2022","EnergyChem","85","10.1016/j.enchem.2022.100071","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126087627&doi=10.1016%2Fj.enchem.2022.100071&partnerID=40&md5=f45e171797862e50ec947d02c37e7b4a","Benefiting from high thermal storage density, wide temperature regulation range, operational simplicity, and economic feasibility, latent heat-based thermal energy storage (TES) is comparatively accepted as a cutting-edge TES concept, especially solid-liquid phase change materials (PCMs). However, liquid phase leakage, low thermal/electrical conductivities, weak photoabsorption capacity, and intrinsic rigidity of pristine PCMs are long-standing bottlenecks in both industrial and domestic application scenarios. Towards these goals, emerging two-dimensional (2D) materials containing regions of empty nanospace are ideal alternatives to efficiently encapsulate PCMs molecules and rationalize physical phase transformation, especially graphene, MXene and BN. Herein, we provide a timely and comprehensive review highlighting versatile roles of 2D materials in composite PCMs and relationships between their architectures and thermophysical properties. In addition, we provide an in-depth understanding of the energy conversion mechanisms and rationalize routes to high-efficiency energy conversion PCMs. Finally, we also introduced critical considerations on the challenges and opportunities in the development of advanced high-performance and multifunctional 2D material-based composite PCMs, hoping to provide constructive references and facilitate their significant breakthroughs in both fundamental researches and commercial applications. © 2022 Elsevier B.V., All rights reserved.","2d Materials; Advanced Applications; Mechanisms; Phase Change Materials; Thermal Energy Storage And Conversion; Energy Conversion Efficiency; Heat Storage; Storage (materials); Thermal Energy; Thermodynamic Properties; 2d Material; Advanced Applications; Composite Phase Change Materials; Energy Storage And Conversions; High Thermal; Material Change; Thermal Energy Storage; Thermal Energy Storage And Conversion; Two-dimensional Materials; Two-dimensional Phasis; Phase Change Materials"
