"Title","Source title","DOI","Link","Abstract","Author Keywords"
"Brain and immune system-derived extracellular vesicles mediate regulation of complement system, extracellular matrix remodeling, brain repair and antigen tolerance in Multiple sclerosis","Brain, Behavior, and Immunity","10.1016/j.bbi.2023.06.025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164320653&doi=10.1016%2Fj.bbi.2023.06.025&partnerID=40&md5=dfd19a7f3c74a926e014f0b66111a91f","Background: Multiple sclerosis (MS) is an immune-mediated central nervous system disease whose course is unpredictable. Finding biomarkers that help to better comprehend the disease's pathogenesis is crucial for supporting clinical decision-making. Blood extracellular vesicles (EVs) are membrane-bound particles secreted by all cell types that contain information on the disease's pathological processes. Purpose: To identify the immune and nervous system-derived EV profile from blood that could have a specific role as biomarker in MS and assess its possible correlation with disease state. Results: Higher levels of T cell-derived EVs and smaller size of neuron-derived EVs were associated with clinical relapse. The smaller size of the oligodendrocyte-derived EVs was related with motor and cognitive impairment. The proteomic analysis identified mannose-binding lectin serine protease 1 and complement factor H from immune system cell-derived EVs as autoimmune disease-associated proteins. We observed hepatocyte growth factor-like protein in EVs from T cells and inter-alpha-trypsin inhibitor heavy chain 2 from neurons as white matter injury-related proteins. In patients with MS, a specific protein profile was found in the EVs, higher levels of alpha-1-microglobulin and fibrinogen β chain, lower levels of C1S and gelsolin in the immune system-released vesicles, and Talin-1 overexpression in oligodendrocyte EVs. These specific MS-associated proteins, as well as myelin basic protein in oligodendrocyte EVs, correlated with disease activity in the patients with MS. Conclusion: Neural-derived and immune-derived EVs found in blood appear to be good specific biomarkers in MS for reflecting the disease state. © 2023 Elsevier B.V., All rights reserved.","Biomarkers; Blood; Exosomes; Extracellular Vesicles; Multiple Sclerosis; Proteomic Analysis, Rheumatoid Arthritis; Subcortical Stroke; Complement Component C1s; Complement Factor H; Fibrinogen; Trypsin Inhibitor; Biomarkers; Alpha 1 Microglobulin; Complement Component C1s; Complement Factor H; Fibrinogen; Fibrinogen Beta Chain; Gelsolin; Growth Factor; Hepatocyte Growth Factor Like Protein; Inter Alpha Trypsin Inhibitor Heavy Chain 2; Mannan Binding Lectin Associated Serine Proteinase; Mannan Binding Lectin Associated Serine Proteinase 1; Myelin Basic Protein; Talin; Talin 1; Trypsin Inhibitor; Unclassified Drug; Biological Marker; Adult; Antigen Tolerance; Article; Brain Repair; Cellular Parameters; Cerebrovascular Accident; Cognitive Defect; Complement System; Controlled Study; Disease Activity; Disease Association; Exosome; Extracellular Matrix Remodeling; Female; Human; Immunological Parameters; Immunoregulation; Major Clinical Study; Male; Motor Dysfunction; Multiple Sclerosis; Observational Study; Oligodendroglia; Organelle Size; Pathophysiology; Prospective Study; Protein Analysis; Protein Expression; Proteomics; Relapse; Rheumatoid Arthritis; T Lymphocyte; Tissue Repair; White Matter Injury; Brain; Extracellular Matrix; Immune System; Metabolism; Pathology; Biomarkers; Brain; Extracellular Matrix; Extracellular Vesicles; Humans; Immune System; Multiple Sclerosis; Proteomics"
"Prolonged experimental sleep disturbance affects the inflammatory resolution pathways in healthy humans","Brain, Behavior, and Immunity","10.1016/j.bbi.2023.06.018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164016079&doi=10.1016%2Fj.bbi.2023.06.018&partnerID=40&md5=908f134ec9935423b9f40e8a7b305fed","Background: Sleep disturbances, as manifested in insomnia symptoms of difficulties falling asleep or frequent nighttime awakenings, are a strong risk factor for a diverse range of diseases involving immunopathology. Low-grade systemic inflammation has been frequently found associated with sleep disturbances and may mechanistically contribute to increased disease risk. Effects of sleep disturbances on inflammation have been observed to be long lasting and remain after recovery sleep has been obtained, suggesting that sleep disturbances may not only affect inflammatory mediators, but also the so-called specialized pro-resolving mediators (SPMs) that actively resolve inflammation. The goal of this investigation was to test for the first time whether the omega-3 fatty acid-derived D- (RvD) and E-series (RvE) resolvins are impacted by prolonged experimental sleep disturbance (ESD). Methods: Twenty-four healthy participants (12 F, age 20–42 years) underwent two 19-day in-hospital protocols (ESD/control), separated by > 2 months. The ESD protocol consisted of repeated nights of short and disrupted sleep with intermittent nights of undisturbed sleep, followed by three nights of recovery sleep at the end of the protocol. Under the control sleep condition, participants had an undisturbed sleep opportunity of 8 h/night throughout the protocol. The D- and E-series resolvins were measured in plasma using liquid chromatography-tandem mass spectrometry (LC-MS/MS). Results: The precursor of the D-series resolvins, 17-HDHA, was downregulated in the ESD compared to the control sleep condition (p <.001 for condition), and this effect remained after the third night of recovery sleep has been obtained. This effect was also observed for the resolvins RvD3, RvD4, and RvD5 (p <.001 for condition), while RvD1 was higher in the ESD compared to the control sleep condition (p <.01 for condition) and RvD2 showed a mixed effect of a decrease during disturbed sleep followed by an increase during recovery sleep in the ESD condition (p <.001 for condition*day interaction). The precursor of E-series resolvins, 18-HEPE, was downregulated in the ESD compared to the control sleep condition (p <.01 for condition) and remained low after recovery sleep has been obtained. This effect of downregulation was also observed for RvE2 (p <.01 for condition), while there was no effect for RvE1 (p >.05 for condition or condition*day interaction). Sex-differential effects were found for two of the D-series resolvins, i.e., RvD2 and RvD4. Conclusion: This first investigation on the effects of experimental sleep disturbance on inflammatory resolution processes shows that SPMs, particularly resolvins of the D-series, are profoundly downregulated by sleep disturbances and remain downregulated after recovery sleep has been obtained, suggesting a longer lasting impact of sleep disturbances on these mediators. These findings also suggest that sleep disturbances contribute to the development and progression of a wide range of diseases characterized by immunopathology by interfering with processes that actively resolve inflammation. Pharmacological interventions aimed at promoting inflammatory resolution physiology may help to prevent future disease risk as a common consequence of sleep disturbances. Trial Registration: ClinicalTrials.gov NCT02484742. © 2023 Elsevier B.V., All rights reserved.","17-hdha; 18-hepe; D-series Resolvins (rvd); E-series Resolvins (rve); Recovery Sleep; Resolution Of Inflammation; Sleep Disturbance; Specialized Pro-resolving Mediators (spms); Docosahexaenoic Acid; Docosahexaenoic Acids; Fatty Acids; 17 Hydroxydocosahexanoic Acid; 18 Hydroxyeicosapentanoic Acid; Omega 3 Fatty Acid; Resolvin; Resolvin D; Resolvin E; Unclassified Drug; Docosahexaenoic Acid; Fatty Acid; Adult; Article; Blood Sampling; Comparative Study; Controlled Study; Down Regulation; Experimental Study; Female; Human; Human Experiment; Inflammation; Liquid Chromatography-mass Spectrometry; Male; Normal Human; Pathogenesis; Protein Blood Level; Sex Difference; Sleep Disorder; Dietary Supplement; Liquid Chromatography; Tandem Mass Spectrometry; Young Adult; Adult; Chromatography, Liquid; Dietary Supplements; Docosahexaenoic Acids; Fatty Acids; Humans; Inflammation; Sleep Wake Disorders; Tandem Mass Spectrometry; Young Adult"
"Psychological stress is associated with arterial inflammation in people living with treated HIV infection","Brain, Behavior, and Immunity","10.1016/j.bbi.2023.06.019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163977954&doi=10.1016%2Fj.bbi.2023.06.019&partnerID=40&md5=9df6053ecaa00c0c6983fd543b390a1d","Stress and depression are increasingly recognized as cerebrovascular risk factors, including among high stress populations such as people living with HIV infection (PLWH). Stress may contribute to stroke risk through activation of neural inflammatory pathways. In this cross-sectional study, we examined the relationships between stress, systemic and arterial inflammation, and metabolic activity in stress-related brain regions on 18F-fluorodeoxyglucose (FDG)-PET in PLWH. Participants were recruited from a parent trial evaluating the impact of alirocumab on radiologic markers of cardiovascular risk in people with treated HIV infection. We administered a stress battery to assess different forms of psychological stress, specifying the Perceived Stress Scale as the primary stress measure, and quantified plasma markers of inflammation and immune activation. Participants underwent FDG-PET of the brain, neck, and chest. Age- and sex-matched control participants without HIV infection were selected for brain FDG-PET comparisons. Among PLWH, we used nonparametric pairwise correlations, partial correlations, and linear regression to investigate the association between stress and 1) systemic inflammation; 2) atherosclerotic inflammation on FDG-PET; and metabolic activity in 3) brain regions in which glucose metabolism differed significantly by HIV serostatus; and 4) in a priori defined stress-responsive regions of interest (ROI) and stress-related neural network activity (i.e., ratio of amygdala to ventromedial prefrontal cortex or temporal lobe activity). We studied 37 PLWH (mean age 60 years, 97% men) and 29 control participants without HIV (mean age 62 years, 97% men). Among PLWH, stress was significantly correlated with systemic inflammation (r = 0.33, p = 0.041) and arterial inflammation in the carotid (r = 0.41, p = 0.023) independent of age, race/ethnicity, traditional vascular risk factors and health-related behaviors. In voxel-wise analyses, metabolic activity in a cluster corresponding to the anterior medial temporal lobes, including the bilateral amygdalae, was significantly lower in PLWH compared with controls. However, we did not find a significant positive relationship between stress and this cluster of decreased metabolic activity in PLWH, a priori defined stress-responsive ROI, or stress-related neural network activity. In conclusion, psychological stress was associated with systemic and carotid arterial inflammation in this group of PLWH with treated infection. These data provide preliminary evidence for a link between psychological stress, inflammation, and atherosclerosis as potential drivers of excess cerebrovascular risk among PLWH. © 2023 Elsevier B.V., All rights reserved.","Arterial Inflammation; Atherosclerosis; Cardiovascular; Cerebrovascular; Hiv; Inflammation; Neural Inflammation; Psychological Stress; Stroke; Alirocumab; C Reactive Protein; Fluorodeoxyglucose F 18; Gamma Interferon Inducible Protein 10; Glucose; Fluorodeoxyglucose F18; Discovery Ste; Alirocumab; C Reactive Protein; Cd14 Antigen; Cd163 Antigen; Fluorodeoxyglucose F 18; Gamma Interferon Inducible Protein 10; Glucose; Interleukin 6; Monocyte Chemotactic Protein 1; Adult; Age Distribution; Amygdala; Antiretroviral Therapy; Article; Atherosclerosis; Brain Metabolism; Brain Region; Cardiovascular Disease; Cardiovascular Risk; Carotid Atherosclerosis; Cerebrovascular Accident; Cerebrovascular Disease; Clinical Article; Cohort Analysis; Controlled Study; Coronary Arteritis; Correlation Analysis; Cross-sectional Study; Disease Association; Ethnicity; Female; Gender; Glucose Metabolism; Health Behavior; Human; Human Immunodeficiency Virus; Human Immunodeficiency Virus Infected Patient; Human Immunodeficiency Virus Infection; Inflammation; Linear Regression Analysis; Male; Maximum Standardized Uptake Value; Medial Temporal Lobe; Mental Stress; Middle Aged; Nerve Cell Network; Nervous System Inflammation; Neuroimaging; Nonparametric Test; Perceived Stress Scale; Positron Emission Tomography-computed Tomography; Protein Blood Level; Race Difference; Risk Factor; Standardized Uptake Value Ratio; Stress Assessment; Temporal Lobe; Ventromedial Prefrontal Cortex; Arteritis; Complication; Metabolism; Arteritis; Atherosclerosis; Cross-sectional Studies; Female; Fluorodeoxyglucose F18; Hiv Infections; Humans; Inflammation; Male; Middle Aged; Stress, Psychological"
"The association between inflammation and kynurenine pathway metabolites in electroconvulsive therapy for schizophrenia: Implications for clinical efficacy","Brain, Behavior, and Immunity","10.1016/j.bbi.2023.06.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163522296&doi=10.1016%2Fj.bbi.2023.06.016&partnerID=40&md5=ee0c74472ffd4f96cb6a8a81befc1296","The kynurenine pathway (KP) of tryptophan has been implicated in the pathogenesis of schizophrenia and its interaction with the immune system has been suggested to play a role. In this study, 28 schizophrenia patients and 25 healthy controls were recruited and divided into different inflammatory subgroups using a two-step recursive clustering analysis. Cytokine gene expression and plasma KP metabolites were measured before, during and after treatment. Our findings indicated that schizophrenia patients had lower levels of Tryptophan (TRP), N-formylkynurenine (NFK), xanthinic acid (XA), quinolinic acid (QA), kynurenic acid (KYNA), KYNA/KYN and QA/KYNA, but higher levels of IL-18 mRNA, KYN/TRP compared to healthy controls (all p < 0.05). After electroconvulsive therapy (ECT), patients with low inflammation achieved better clinical improvement (PANSS scores) compared to those with high inflammation (F = 5.672, P = 0.025), especially in negative symptoms (F = 6.382, P = 0.018, η2 = 0.197). While IL-18 mRNA (F = 32.910, P < 0.0001) was significantly decreased following ECT, the KYN/TRP (F = 3.455, p = 0.047) and KYNA/TRP (F = 4.264, P = 0.026) only significantly decreased in patients with low inflammation. Correlation analyses revealed that baseline IL-18 gene expression significantly correlated with pre- (r = 0.537, p = 0.008) and post-KYNA/TRP (r = 0.443, p = 0.034), post-KYN/TRP (r = 0.510, p = 0.013), and post-negative symptoms (r = 0.525, p = 0.010). Moreover, baseline TRP (r = -0.438, p = 0.037) and XA (r = -0.516, p = 0.012) were negatively correlated with baseline PANSS, while post-KYN (r = -0.475, p = 0.022), 2-AA (r = -0.447, p = 0.032) and KYN/TRP (r = -0.566, p = 0.005) were negatively correlated with Montreal Cognitive Assessment (MoCA) following ECT. Overall, these findings suggested that the association between inflammation and kynurenine pathway plays an essential role in mechanism of ECT for schizophrenia and that the regulation of ECT on KP is influenced by inflammatory characteristics, which may relate to clinical efficacy in schizophrenia. © 2023 Elsevier B.V., All rights reserved.","Cytokine Gene Expression; Electroconvulsive Therapy; Inflammation; Kynurenine Pathway; Schizophrenia; Trp; Interleukin 18; Kynurenic Acid; Kynurenine; Quinolinic Acid; Tryptophan; Interleukin-18; Kynurenic Acid; Kynurenine; Rna, Messenger; Tryptophan; Interleukin 18; Kynurenic Acid; Kynurenine; Messenger Rna; N Formylkynurenine; Quinolinic Acid; Tryptophan; Unclassified Drug; Adult; Article; Body Mass; Clinical Article; Clinical Effectiveness; Comparative Study; Controlled Study; Disease Association; Electroconvulsive Therapy; Female; Gene Expression; Human; Inflammation; Male; Montreal Cognitive Assessment; Negative Syndrome; Positive And Negative Syndrome Scale; Schizophrenia; Sex Difference; Signal Transduction; Symptom; Treatment Outcome; Metabolism; Electroconvulsive Therapy; Humans; Interleukin-18; Kynurenic Acid; Kynurenine; Rna, Messenger; Schizophrenia; Treatment Outcome; Tryptophan"
"Corrigendum to “CD8+ T cells contribute to diet-induced memory deficits in aged male rats” [Brain Behav. Immun. 109 (2023) 235–250, (S0889159123000284), (10.1016/j.bbi.2023.02.003)]","Brain, Behavior, and Immunity","10.1016/j.bbi.2023.03.017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151440451&doi=10.1016%2Fj.bbi.2023.03.017&partnerID=40&md5=c1445f86a7d0043c5abf1fc62954b9dd","The authors regret that one of the representative flow cytometry plots in Figure 4A (anti-CD8 day 3 – blood) was placed in error. It has now been replaced with the correct plot. All analyses and results were correct in the original version of the manuscript and this error did not alter the interpretation of the data. [Formula presented] The authors would like to apologise for any inconvenience caused. © 2023 Elsevier B.V., All rights reserved.","Erratum"
"Fetal brain vulnerability to SARS-CoV-2 infection","Brain, Behavior, and Immunity","10.1016/j.bbi.2023.06.015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163215270&doi=10.1016%2Fj.bbi.2023.06.015&partnerID=40&md5=e2b76982e0fb94b234382af68a56d07e","Whether or not SARS-CoV-2 can cross from mother to fetus during a prenatal infection has been controversial; however, recent evidence such as viral RNA detection in umbilical cord blood and amniotic fluid, as well as the discovery of additional entry receptors in fetal tissues suggests a potential for viral transmission to and infection of the fetus. Furthermore, neonates exposed to maternal COVID-19 during later development have displayed neurodevelopmental and motor skill deficiencies, suggesting the potential for consequential neurological infection or inflammation in utero. Thus, we investigated transmission potential of SARS-CoV-2 and the consequences of infection on the developing brain using human ACE2 knock-in mice. In this model, we found that viral transmission to the fetal tissues, including the brain, occurred at later developmental stages, and that infection primarily targeted male fetuses. In the brain, SARS-CoV-2 infection largely occurred within the vasculature, but also within other cells such as neurons, glia, and choroid plexus cells; however, viral replication and increased cell death were not observed in fetal tissues. Interestingly, early gross developmental differences were observed between infected and mock-infected offspring, and high levels of gliosis were seen in the infected brains 7 days post initial infection despite viral clearance at this time point. In the pregnant mice, we also observed more severe COVID-19 infections, with greater weight loss and viral dissemination to the brain, compared to non-pregnant mice. Surprisingly, we did not observe an increase in maternal inflammation or the antiviral IFN response in these infected mice, despite showing clinical signs of disease. Overall, these findings have concerning implications regarding neurodevelopment and pregnancy complications of the mother following prenatal COVID-19 exposure. © 2023 Elsevier B.V., All rights reserved.","Covid-19; Development; Infection; Neurodevelopment; Neurotropism; Prenatal, Gliosis, Brain; Sars-cov-2; Animal Experiment; Animal Model; Animal Tissue; Article; Brain Development; Controlled Study; Coronavirus Disease 2019; Female; Fetus; Fetus Brain; Gliosis; Infection Sensitivity; Mouse; Neurotropism; Nonhuman; Prenatal Period; Severe Acute Respiratory Syndrome Coronavirus 2; Animal; Brain; Human; Inflammation; Male; Pregnancy; Pregnancy Complication; Animals; Brain; Covid-19; Female; Humans; Inflammation; Male; Mice; Pregnancy; Pregnancy Complications, Infectious; Sars-cov-2"
"The human lncRNA GOMAFU suppresses neuronal interferon response pathways affected in neuropsychiatric diseases","Brain, Behavior, and Immunity","10.1016/j.bbi.2023.06.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163195525&doi=10.1016%2Fj.bbi.2023.06.009&partnerID=40&md5=1561480c66b725d08fee7362d39a9b06","Long noncoding RNAs (lncRNAs) play multifaceted roles in regulating brain gene networks. LncRNA abnormalities are thought to underlie the complex etiology of numerous neuropsychiatric disorders. One example is the human lncRNA gene GOMAFU, which is found dysregulated in schizophrenia (SCZ) postmortem brains and harbors genetic variants that contribute to the risk of SCZ. However, transcriptome-wide biological pathways regulated by GOMAFU have not been determined. How GOMAFU dysregulation contributes to SCZ pathogenesis remains elusive. Here we report that GOMAFU is a novel suppressor of human neuronal interferon (IFN) response pathways that are hyperactive in the postmortem SCZ brains. We analyzed recently released transcriptomic profiling datasets in clinically relevant brain areas derived from multiple SCZ cohorts and found brain region-specific dysregulation of GOMAFU. Using CRISPR-Cas9 to delete the GOMAFU promoter in a human neural progenitor cell model, we identified transcriptomic alterations caused by GOMAFU deficiency in pathways commonly affected in postmortem brains of SCZ and autism spectrum disorder (ASD), with the most striking effects on upregulation of numerous genes underlying IFN signaling. In addition, expression levels of GOMAFU target genes in the IFN pathway are differentially affected in SCZ brain regions and negatively associated with GOMAFU alterations. Furthermore, acute exposure to IFN-γ causes a rapid decline of GOMAFU and activation of a subclass of GOMAFU targets in stress and immune response pathways that are affected in SCZ brains, which form a highly interactive molecular network. Together, our studies unveiled the first evidence of lncRNA-governed neuronal response pathways to IFN challenge and suggest that GOMAFU dysregulation may mediate environmental risks and contribute to etiological neuroinflammatory responses by brain neurons of neuropsychiatric diseases. © 2023 Elsevier B.V., All rights reserved.","Gomafu; Interferon Signaling Pathway; Long Non-coding Rna (lncrna); Neuroinflammation; Schizophrenia; Interferons; Rna, Long Noncoding; Long Untranslated Rna; Interferon; Alternative Rna Splicing; Amygdala; Article; Autism; Autopsy; Bipolar Disorder; Controlled Study; Corpus Striatum; Dorsolateral Prefrontal Cortex; Gene; Gomafu Gene; Hippocampus; Human; Human Cell; Human Tissue; Interferon Signaling; Mental Disease; Neural Stem Cell; Nucleus Accumbens; Promoter Region; Schizophrenia; Transcriptomics; Gene Expression Profiling; Genetics; Metabolism; Nerve Cell; Autism Spectrum Disorder; Gene Expression Profiling; Humans; Interferons; Neurons; Rna, Long Noncoding"
"The future is dynamic: A call for intensive longitudinal data in immunopsychiatry","Brain, Behavior, and Immunity","10.1016/j.bbi.2023.06.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163073199&doi=10.1016%2Fj.bbi.2023.06.002&partnerID=40&md5=8849676028b6427852e556561a53ab4e","The long-term value of immunopsychiatry will be based on its ability to translate basic science into effective clinical interventions. In this article, we discuss a key obstacle to achieving this important translational goal—namely, the preponderance of studies that are cross-sectional, or that have months-to-years long follow-up periods. Immunopsychiatric processes such as stress, inflammation, and depression symptoms are inherently dynamic and fluctuate over hours, days, and weeks. This fact suggests that higher-density data collection with only days between measurements is necessary to capture—with adequate resolution—the actual dynamics of these systems, determine optimal time lags with which to observe associations between variables of interest, and maximize the translational potential of these data. To illustrate these points, we use pilot data from our own intensive longitudinal immunopsychiatric study. We then conclude by making several recommendations for future research. By learning how to better use existing data for dynamically informative studies as well as collecting intensive longitudinal data, we believe immunopsychiatry will be much better positioned to advance our causal understanding of the interplay between the immune system and health. © 2023 Elsevier B.V., All rights reserved.","Dynamic Modeling; Immunopsychiatry; Inflammation; Intensive Longitudinal Designs; Psychoneuroimmunology; Within-person Effects; Article; Follow Up; Human; Immune Response; Immunology; Immunopsychiatry; Mental Health; Psychiatry; Risk Factor; Social Stress; Cross-sectional Study; Inflammation; Psychoneuroimmunology; Cross-sectional Studies; Humans; Inflammation; Psychoneuroimmunology"
"Fibroblast-derived PI16 sustains inflammatory pain via regulation of CD206+ myeloid cells","Brain, Behavior, and Immunity","10.1016/j.bbi.2023.06.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162986215&doi=10.1016%2Fj.bbi.2023.06.011&partnerID=40&md5=75ed000871fa0bf7ce1f4429bba5210b","Originally identified in fibroblasts, Protease Inhibitor (PI)16 was recently shown to be crucial for the development of neuropathic pain via effects on blood-nerve barrier permeability and leukocyte infiltration, though its impact on inflammatory pain has not been established. Using the complete Freund's Adjuvant inflammatory pain model, we show that Pi16-/- mice are protected against sustained inflammatory pain. Accordingly, intrathecal delivery of a PI16 neutralizing antibody in wild-type mice prevented sustained CFA pain. In contrast to neuropathic pain models, we did not observe any changes in blood-nerve barrier permeability due to PI16 deletion. Instead, Pi16-/- mice display reduced macrophage density in the CFA-injected hindpaw. Furthermore, there was a significant bias toward CD206hi (anti-inflammatory) macrophages in the hindpaw and associated dorsal root ganglia. Following CFA, intrathecal depletion of CD206+ macrophages using mannosylated clodronate liposomes promoted sustained pain in Pi16-/- mice. Similarly, an IL-10 neutralizing antibody also promoted sustained CFA pain in the Pi16-/ when administered intrathecally. Collectively, our results point to fibroblast-derived PI16 mediating substantial differences in macrophage phenotype in the pain neuroaxis under conditions of inflammation. The co-expression of PI16 alongside fibroblast markers in human DRG raise the likelihood that a similar mechanism operates in human inflammatory pain states. Collectively, our findings may have implications for targeting fibroblast-immune cell crosstalk for the treatment of chronic pain. © 2023 Elsevier B.V., All rights reserved.","Blood-nerve Barrier; Cd206; Complete Freund's Adjuvant; Fibroblast; Il-10; Inflammation; Macrophage; Meninges; Pain; Pi16; Collagen; Glucose Transporter 1; Protein Tyrosine Phosphatase; Proteinase Inhibitor; Receptor Type Tyrosine Protein Phosphatase C; Carrier Protein; Antibodies, Neutralizing; Carrier Proteins; Glycoproteins; Pi16 Protein, Human; Cd11b Antigen; Cd206 Antigen; Cd4 Antigen; Cd68 Antigen; Cd8 Antigen; Collagen; Collagen 14a1; Complementary Dna; Cre Recombinase; Glucose Transporter 1; Interleukin 10; Lymphocyte Antigen; Messenger Rna; Neutralizing Antibody; Platelet Endothelial Cell Adhesion Molecule 1; Proteinase Inhibitor; Proteinase Inhibitor 16; Receptor Type Tyrosine Protein Phosphatase C; Unclassified Drug; Carrier Protein; Glycoprotein; Pi16 Protein, Human; Animal Cell; Animal Experiment; Animal Model; Animal Tissue; Antigen Expression; Article; Blood Brain Barrier; Blood Vessel Permeability; Bone Marrow Cell; Cd11b Gene; Cell Count; Cell Density; Cell Infiltration; Cell Migration; Cellular Immunity; Col1a2 Gene; Controlled Study; Differential Gene Expression; Disease Association; Female; Fibroblast; Gene; Gene Deletion; Gfra2 Gene; Immunopathogenesis; Immunoreactivity; Inflammatory Pain; Leukocyte Activation; Macrophage; Male; Mouse; Mrna Expression Level; Neuropathology; Nonhuman; Paw Edema; Paw Withdrawal Latency; Paw Withdrawal Threshold; Pecam1 Gene; Pi16 Gene; Protein Content; Protein Expression; Protein Localization; Rna Extraction; Rna Sequence; Rna Sequencing; Sciatic Nerve; Sequence Analysis; Sex Difference; Spinal Ganglion; Thermal Hypersensitivity; Animal; Chronic Pain; Human; Hyperalgesia; Inflammation; Neuralgia; Animals; Antibodies, Neutralizing; Carrier Proteins; Chronic Pain; Fibroblasts; Ganglia, Spinal; Glycoproteins; Humans; Hyperalgesia; Inflammation; Macrophages; Mice; Neuralgia"
"Microglial Caspase-3 is essential for modulating hippocampal neurogenesis","Brain, Behavior, and Immunity","10.1016/j.bbi.2023.06.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162921640&doi=10.1016%2Fj.bbi.2023.06.013&partnerID=40&md5=7e4cb460c097f71659707af84cda40ca","Adult hippocampal neurogenesis (AHN) is a process involved in numerous neurodegenerative diseases. Many researchers have described microglia as a key component in regulating the formation and migration of new neurons along the rostral migratory stream. Caspase-3 is a cysteine-aspartate-protease classically considered as one of the main effector caspases in the cell death program process. In addition to this classical function, we have identified the role of this protein as a modulator of microglial function; however, its action on neurogenic processes is unknown. The aim of the present study is to identify the role of Caspase-3 in neurogenesis-related microglial functions. To address this study, Caspase-3 conditional knockout mice in the microglia cell line were used. Using this tool, we wanted to elucidate the role of this protein in microglial function in the hippocampus, the main region in which adult neurogenesis takes place. After the reduction of Caspase-3 in microglia, mutant mice showed a reduction of microglia in the hippocampus, especially in the dentate gyrus region, a region inherently associated to neurogenesis. In addition, we found a reduction in doublecortin-positive neurons in conditional Caspase-3 knockout mice, which corresponds to a reduction in neurogenic neurons. Furthermore, using high-resolution image analysis, we also observed a reduction in the phagocytic capacity of microglia lacking Caspase-3. Behavioral analysis using object recognition and Y-maze tests showed altered memory and learning in the absence of Caspase-3. Finally, we identified specific microglia located specifically in neurogenic niche positive for Galectin 3 which colocalized with Cleaved-Caspase-3 in control mice. Taken together, these results showed the essential role of Caspase-3 in microglial function and highlight the relevant role of this specific microglial phenotype in the maintenance of AHN in the hippocampus. © 2023 Elsevier B.V., All rights reserved.","Behaviour; Caspase; Cognitive Impairment; Hippocampus; Microglia; Neurogenesis; Caspase 3; Galectin 3; Caspase 3; Caspase 3; Galectin 3; Animal Experiment; Animal Model; Animal Tissue; Article; Brain Cortex; Brain Region; Cell Function; Controlled Study; Dentate Gyrus; Enzyme Activity; Hippocampus; Knockout Mouse; Learning Disorder; Male; Memory Disorder; Microglia; Microglial Cell Line; Mouse; Nervous System Development; Neuromodulation; Non-spatial Memory Test; Nonhuman; Object Recognition Memory Test; Open Field Test; Phagocytosis; Phenotype; Protein Cleavage; Protein Expression; Protein Localization; Rotarod Test; Y-maze Test; Animal; Metabolism; Physiology; Animals; Caspase 3; Hippocampus; Mice; Mice, Knockout; Microglia; Neurogenesis"
